Id,modularity_class
300095244,5481
394700953,5481
300084552,5481
156512696,5481
881924679,12
881925330,12
881925527,12
881927104,12
881925810,12
088192444X,12
936197323,1715
892814500,1715
158542241X,1715
6305419655,1715
1885538901,1715
875163238,1715
199104263,13
199104255,13
199104247,13
199108099,13
199171580,13
185367303X,13
553260456,14
553564366,14
553270257,14
553562967,14
553575384,14
553562940,14
632054069,15
1405111739,15
1405107162,15
632038357,15
632052449,15
632064471,15
892833289,16
385494343,16
824507223,16
884893588,16
553256696,16
1593080565,16
195021436,620
140135588,620
801495415,620
074562345X,620
521359376,620
521426936,620
385468717,1333
60618116,1333
895553120,1333
895552167,1333
800785991,1333
60554231,1333
1571741852,17
553278827,17
553580159,17
312951914,17
60968966,17
312192037,17
345424581,2310
743406214,2310
345442334,2310
757300103,2310
1558749101,2310
034544230X,2310
1887128883,18
965046915,18
946719020,18
946719403,18
1901033600,18
1900565102,18
069401057X,19
694010588,19
694010723,19
694006513,19
1552090345,19
694010391,19
61065900,20
60595124,20
61065935,20
61065846,20
61065838,20
61065870,20
809126591,3540
809122308,3540
809121123,3540
809128381,3540
088141249X,3540
809124475,3540
60185651,21
1552852113,21
345295862,21
038528179X,21
B00005LA9C,21
811834794,21
890065268,22
1580531695,22
1580534953,22
72881380,22
1580533442,22
1580532713,22
876054718,2393
876056664,2393
876057350,2393
876055145,2393
876057423,2393
1593370156,2393
393308278,23
684813238,23
671894404,23
671894412,23
684851873,23
465026141,23
345447980,4874
819563293,4874
312252390,4874
899668968,4874
859653129,4874
B0000TPA4C,4874
465007473,379
195049837,379
865476063,379
375421289,379
385424345,379
1559637846,379
786005483,24
786006455,24
786003464,24
786010339,24
786004282,24
078600388X,24
195067886,2638
081221692X,2638
486203239,2638
486231240,2638
415929784,2638
300082533,2638
451165594,25
451166884,25
451166876,25
451166604,25
671001132,25
067169071X,25
892813040,1715
1587360942,1715
787309370,1715
1560871385,1715
914295969,1715
1560870591,1715
879305746,26
1590592727,26
782128718,26
766820912,26
157820089X,26
076681517X,26
890964653,210
970968213,210
399528040,210
743212495,210
140292594,210
700612297,210
316193658,27
1578062918,27
807128295,27
316738689,27
1578067391,27
316313076,27
807554014,1163
807510793,1163
807554081,1163
807510599,1163
807553395,1163
807554049,1163
740718711,28
740705865,28
740739123,28
836267613,28
836267583,28
740741470,28
892819006,29
195168968,29
140196161,29
1582343055,29
1567187196,29
1565543467,29
1567185657,1498
875426700,1498
738701602,1498
1567184006,1498
1564145883,1498
1567182852,1498
918825148,1278
811215407,1278
822319462,1278
691012369,1278
1570628637,1278
140442723,1278
23233001,2689
930452747,2689
415238323,2689
684826224,2689
896760820,2689
571199941,2689
195158202,30
691119384,30
815627068,30
807002291,30
188999913X,30
195139917,30
201618354,4406
201643944,4406
201603365,4406
201603225,4406
080538684X,4406
70257345,4406
72553936,31
72513802,31
538880899,31
324259689,31
471230596,31
155542581X,31
130105767,32
890896380,32
020532181X,32
943414814,32
130305677,32
399151346,32
157471936X,2192
1574712314,2192
590372319,2192
439165172,2192
439107962,2192
1557663211,2192
1880972476,33
1880972263,33
962247723,33
1564772829,33
1564770419,33
1571200886,33
1888103086,34
1562920324,34
1890900125,34
1562920588,34
884193551,34
088419373X,34
300037643,2734
520221761,2734
500203199,2734
521276543,2734
394580281,2734
226262138,2734
1584650788,1342
1883220734,1342
1883220874,1342
047104444X,1342
916124355,1342
913098523,1342
1879102889,35
1589480406,35
195218388,35
156670524X,35
187910279X,35
158948021X,35
1570611068,851
1570612609,851
1570613370,851
157061105X,851
60963042,851
068483846X,851
1881052990,1426
910411107,1426
1576750728,1426
910411158,1426
787971170,1426
974239011,1426
439260817,1722
590873040,1722
439140080,1722
590103873,1722
590522124,1722
439556848,1722
563534443,36
563551577,36
563551127,36
563551682,36
B00016121E,36
563488514,36
940795035,37
517881306,37
155643233X,37
1556432518,37
1583911162,37
1570621497,37
671743848,38
671743813,38
671743805,38
671743791,38
671744623,38
671743783,38
23313501,5333
1563671824,5333
750652438,5333
60958200,5333
131173383,5333
130108553,5333
051788058X,39
963775103,39
316545325,39
60956445,39
816521859,39
1559630612,39
64406016,3540
374457433,3540
395616190,3540
825432979,3540
374466165,3540
802818609,3540
811717003,1162
030681157X,1162
811709043,1162
786709588,1162
394743091,1162
306813866,1162
764585835,40
60929871,40
764585851,40
812034058,40
764585932,40
764585975,40
087226629X,4846
872266311,4846
872266303,4846
087226632X,4846
374323356,4846
516273728,4846
72472960,41
72473053,41
72524065,41
72299061,41
130915602,41
72922990,41
1584856459,42
1584851945,42
158485362X,42
1584857145,42
1584856181,42
1584853638,42
679600604,2383
231118163,2383
688163521,2383
1562790854,2383
158542269X,2383
140194886,2383
737300167,2384
743224787,2384
764542338,2384
446673633,2384
801867304,2384
047121468X,2384
394721039,1242
445082364,1242
471059706,1242
60555661,1242
684840073,1242
60740647,1242
689841086,43
689841094,43
689844670,43
689834241,43
689835531,43
689834233,43
515120456,44
515128821,44
312953615,44
312951426,44
515122564,44
312956126,44
226282546,45
486281523,45
486252116,45
486256375,45
226282538,45
486203352,45
898864801,2188
934641714,2188
312284462,2188
156044875X,2188
934641706,2188
1887489029,2188
801486955,2438
300080670,2438
700613447,2438
684863324,2438
394727940,2438
1560255110,2438
345361199,46
345361180,46
345330692,46
345330706,46
345330676,46
345330684,46
963759752,2732
920668887,2732
963759736,2732
963759760,2732
935699074,2732
439309085,2732
804113599,47
804113580,47
804111626,47
312961863,47
804111634,47
312965664,47
930872487,48
1556432690,48
691018839,48
691058342,48
877851832,48
900860928,48
877736103,4229
892815604,4229
877736707,4229
874776317,4229
324008953,4229
814477232,4229
395913624,49
618117121,49
399236139,49
618040315,49
803272650,49
395841739,49
1873756704,50
1864503351,50
595311784,50
1864501065,50
1873756186,50
1740592654,50
521525853,51
765610884,51
520232976,51
520242386,51
080474601X,51
876093306,51
830729267,52
830729259,52
830729283,52
830729305,52
830732330,52
830728651,52
810934809,53
810929449,53
786804505,53
786803207,53
810979608,53
B0002Z0HNS,53
067440002X,54
674400011,54
674400046,54
674399749,54
674403681,54
067440369X,54
743407865,55
671027344,55
671001957,55
609807900,55
743400569,55
671024493,55
316358355,56
316358312,56
316358509,56
316358339,56
316358517,56
316358568,56
500278237,175
050027875X,175
295981369,175
500283745,175
8881189712,175
1873429878,175
1559360976,57
1559361549,57
1559362251,57
1559361999,57
155936114X,57
415901960,57
1855325861,58
1841761435,58
1841763462,58
1855323494,58
850455480,58
850455650,58
940368188,59
1580627838,59
1879402513,59
159160303X,59
963206702,59
878082417,59
801860229,60
029598161X,60
618082328,60
815629265,60
195139291,60
253210984,60
590400053,2091
786806206,2091
1563979667,2091
786802413,2091
071365094X,2091
878687831,2091
810965968,61
691049998,61
300090382,61
8884915902,61
807608130,61
810941449,61
873419251,1016
873496906,1016
189175226X,1016
1928618197,1016
917808541,1016
804749426,1016
863161472,62
1575666537,62
385493681,62
226847152,62
883440326,62
157075182X,62
830814922,63
830814949,63
830814930,63
830814914,63
830814698,63
830814965,63
155786716X,64
041523025X,64
813334721,64
822324962,64
023111477X,64
679730052,64
1892213184,1845
1892213613,1845
1892213494,1845
1892213370,1845
189221329X,1845
1892213974,1845
691048940,455
691048681,455
801489296,455
60975407,455
231127154,455
520210751,455
1555533906,65
761918264,65
761922776,65
314248412,65
300094116,65
425191656,65
394716248,66
394716264,66
393304124,66
393321398,66
691008418,66
684837714,66
844285315,67
844283770,67
804832951,67
60577207,67
844283169,67
824804600,67
345379098,68
034537908X,68
345379012,68
345432320,68
345407970,68
345379039,68
316545031,69
316545120,69
385313314,69
440304245,69
316544981,69
684823454,69
075030183X,5617
306413329,5617
521459125,5617
738200476,5617
047130932X,5617
521803896,5617
448424622,1487
051626415X,1487
64451666,1487
152626107,1487
1581170769,1487
500277591,1487
72131896,4291
761535225,4291
72225882,4291
72225351,4291
764526464,4291
72224207,4291
70464146,480
70464278,480
007055045X,480
71357807,480
70465886,480
70465010,480
802733476,70
61013455,70
802733379,70
61011320,70
373264747,70
61013463,70
521625114,71
140137327,71
192851934,71
521423295,71
312174322,71
415266734,71
571199577,72
1903399343,72
063408240X,72
1903111706,72
B0002Y4TZG,72
B00009PJSX,72
486272737,2438
486401588,2438
486285537,2438
486275507,2438
486268780,2438
486266850,2438
679894098,73
679894195,73
375811524,73
037580076X,73
679894217,73
780629248,73
787951595,5481
047135614X,5481
787946265,5481
1574442147,5481
787960519,5481
787947210,5481
412552701,400
412246201,400
158488388X,400
412983214,400
412042312,400
521785162,400
883965216,968
883965585,968
883964902,968
883962306,968
883961989,968
883964783,968
394712390,2438
679748148,2438
679732187,2438
679732179,2438
679732268,2438
679736522,2438
415226589,74
226401227,74
804722676,74
052164495X,74
521447704,74
486242439,74
671026364,75
067103930X,75
671026356,75
671039296,75
743400356,75
671039288,75
393001466,76
393008479,76
393001423,76
393007693,76
393007707,76
393008746,76
61014656,77
61099481,77
61099473,77
515093025,77
61093092,77
61030155,77
866229701,78
764110322,78
087605338X,78
764110187,78
1889540978,78
812016882,78
684855305,79
521425379,79
014100228X,79
966048407,79
876053711,79
876055137,79
505522993,80
505522489,80
505524848,80
505524651,80
505523825,80
505524864,80
452011337,81
446671339,81
465082270,81
394713788,81
820317152,81
1883938465,81
609609734,82
050005116X,82
670030945,82
691009783,82
198607830,82
520233913,82
967786908,83
811728471,83
879059222,83
1586851462,83
971573603,83
970805500,83
1884302025,84
1930004052,84
891074791,84
962008656,84
966742109,84
962008680,84
2066533017,85
1886705496,85
1400013119,85
756602912,85
141008385,85
789495694,85
1887299289,86
1587611414,86
1887299106,86
188729919X,86
1887299173,86
1887299017,86
61066621,1224
61066613,1224
61066648,1224
61066605,1224
60093234,1224
60093226,1224
1577780752,87
884194973,87
884194795,87
899850286,87
970889801,87
1577781228,87
679757953,423
375725822,423
195129962,423
393976130,423
067973256X,423
375420932,423
1572242329,88
195149424,88
967305020,88
965067009,88
1572242639,88
880487593,88
1568383436,89
156838162X,89
312200560,89
894860658,89
074320154X,89
6303101410,89
094839059X,90
970058705,90
948390794,90
312270178,90
743244923,90
312310846,90
1556524048,91
155652532X,91
042518532X,91
312993560,91
6303102476,91
743256158,91
505522659,2592
843944463,2592
843944382,2592
505523388,2592
843947470,2592
425196844,2592
195098250,92
534255353,92
195160053,92
1565939409,92
28713974,92
195130189,92
130084662,352
130206016,352
596003439,352
596004826,352
596006284,352
1565923472,352
793131553,2931
793178703,2931
324184840,2931
793154375,2931
71385207,2931
71444041,2931
380815583,93
380800829,93
380820854,93
380800810,93
380780747,93
60531231,93
70248303,4406
70540187,4406
70212341,4406
70602166,4406
70692580,4406
70080194,4406
130092215,1471
007138779X,1471
130661066,1471
1558609342,1471
1928994423,1471
965081958,1471
158238097X,94
043920822X,94
1582380783,94
794807135,94
307091767,94
307090396,94
345412818,95
1893224902,95
B0000U0X2K,95
743242513,95
743442687,95
B0007G89GY,95
877018294,96
1580630081,96
1580632084,96
811801152,96
811804496,96
877015953,96
312982887,2309
312989474,2309
312978766,2309
312985649,2309
425167739,2309
425162613,2309
879696338,2602
879697164,2602
865422095,2602
815332181,2602
122053516,2602
815323050,2602
749438649,97
844233552,97
965711412,97
974100315,97
844231517,97
793193311,97
688112846,98
006018535X,98
688127215,98
688163785,98
688164307,98
60185368,98
781722195,99
721694128,99
71387633,99
323012132,99
068305595X,99
781712483,99
743205510,1858
262540673,1858
415228077,1858
262540568,1858
226348601,1858
052177568X,1858
764531867,100
1565924177,100
789719126,100
764533606,100
789717506,100
789719479,100
080774042X,101
415931592,101
871566222,101
500276897,101
321054016,101
871208415,101
810934930,102
1569752354,102
679740384,102
195109805,102
310248809,102
486233545,102
767903315,5419
743410068,5419
385315902,5419
067976724X,5419
038550330X,5419
743256166,5419
877287961,103
312187769,103
B000089781,103
897501187,103
897500377,103
1555175163,103
865473897,894
1400043123,894
865472106,894
394759486,894
679740732,894
865473218,894
312964161,2580
312981392,2580
312968264,2580
312155107,2580
553569848,2580
743492560,2580
195615085,104
691017824,104
393307387,104
226422798,104
226422836,104
1590300939,104
802800432,2638
877849730,2638
1581344589,2638
802839819,2638
080281607X,2638
310253071,2638
1570629013,293
805210318,293
824506863,293
089281764X,293
7145160,293
970700601,293
843944390,105
843946954,105
843948574,105
843947667,105
843950552,105
084395177X,105
425178196,106
842337814,106
785268855,106
1591450519,106
785266585,106
785263829,106
192827081,107
140441026,107
140513353,107
140444254,107
140443339,107
679600272,107
425173410,108
425156710,108
425163997,108
425189090,108
425164357,108
425192644,108
671682288,109
875166172,109
875166105,109
875167837,109
875167829,109
875162606,109
439271665,2518
069811857X,2518
689844476,2518
689820364,2518
399231641,2518
698116968,2518
827204833,1333
664222935,1333
827227175,1333
827200269,1333
687336481,1333
664228860,1333
471363022,110
471363049,110
471376299,110
471072087,110
471426393,110
137605544,110
60955589,111
006092943X,111
60196432,111
1564554775,111
60957255,111
1564554996,111
631220380,187
500203040,187
892365757,187
814318134,187
892367539,187
141180307,187
898624185,112
1572302216,112
1572306653,112
816611734,112
822310902,112
415105706,112
807119997,605
878059490,605
1565547527,605
080712740X,605
807126012,605
1565540387,605
793530822,113
634022296,113
063401417X,113
769200397,113
825633044,113
793525276,113
60630965,114
935216588,114
824509870,114
818908246,114
895553449,114
268013217,114
847820637,115
847826724,115
847823903,115
084782411X,115
847826635,115
847824659,115
044100735X,116
441006310,116
044100217X,116
441012140,116
441480403,116
441011985,116
465059899,117
684841479,117
875844154,117
72818638,117
471254312,117
195116410,117
312193378,1919
385420870,1919
385467885,1919
038541174X,1919
385467869,1919
031219465X,1919
688081843,966
688175198,966
60294620,966
152024808,966
689714734,966
531070263,966
140150803,118
140170316,118
226775658,118
140087443,118
086597103X,118
679737316,118
789306298,1233
810917998,1233
6305943877,1233
811837866,1233
262511169,1233
810908794,1233
590847945,119
590848224,119
590848410,119
590847880,119
590848445,119
590848534,119
130871125,120
130175722,120
71385134,120
131416014,120
71399194,120
71406719,120
812042786,121
778800547,121
312092393,121
809235447,121
878337210,121
031227128X,121
1581344473,637
1581344988,637
801070791,637
802844456,637
1576738396,637
875526497,637
898156122,1667
1580082718,1667
811824152,1667
1580086209,1667
1580086195,1667
836221834,1667
500200181,1291
500200505,1291
500202028,1291
500202427,1291
500200084,1291
500200211,1291
684847558,122
810927950,122
20383142,122
684845318,122
375758070,122
812217926,122
1573228729,4222
1573225797,4222
316738573,4222
1564781968,4222
60975776,4222
1400034825,4222
679730621,123
679734996,123
375726039,123
015600013X,123
822217058,123
156006456,123
312155891,786
961539011,786
096153902X,786
883965917,786
1881527638,786
157954892X,786
1740590422,124
1841620629,124
184330628X,124
1740590414,124
1843307561,124
1585730092,124
881924601,12
881924172,12
595088686,125
761928677,125
830734252,125
059513498X,125
1572242000,125
1568380755,125
1566374170,26
879305185,26
1401851355,26
1566041406,26
375725504,126
446670111,126
037542167X,126
679758771,126
446671606,126
375423206,126
375760628,392
743205049,392
60938412,392
60083298,392
60532149,392
081297090X,392
052138608X,127
1853025771,127
026252225X,127
631229019,127
609608118,127
1853027499,127
849937051,128
849936535,128
849936543,128
849937795,128
849933641,128
849933137,128
714834122,129
714838578,129
300074514,129
300081316,129
810927411,129
810915693,129
898867991,130
898868289,130
076270490X,130
898866588,130
898866545,130
762706716,130
805211195,900
393019551,900
195297512,900
006063037X,900
393320774,900
830825614,900
930410920,130
930410963,130
930410904,130
930410882,130
930410858,130
735524068,5206
735524378,5206
735524521,5206
735528063,5206
159007739,5206
314153578,5206
830728740,131
310209196,131
764421530,131
830718265,131
805461744,131
1559456868,131
1563270560,1426
1560524308,1426
874254957,1426
1885167563,1426
081440832X,1426
1560523832,1426
743436601,1707
743403622,1707
671027522,1707
671042491,1707
671027514,1707
743422740,1707
300098820,175
300103123,175
300100663,175
300101929,175
262701030,175
810965895,175
892211237,2638
1570750858,2638
801026474,2638
310239370,2638
60628464,2638
830704159,2638
672315106,3557
672324806,3557
72127783,3557
672316269,3557
157169109X,3557
672310228,3557
521358779,132
521556864,132
521358787,132
691020167,132
521367816,132
816610649,132
877287643,2773
1578632765,2773
157863010X,2773
1578632153,2773
1578631203,2773
1578633052,2773
394752007,1603
1558704655,1603
1558703837,1603
930031857,1603
966142888,1603
007135686X,1603
760307652,133
760306818,133
760311900,133
760310777,133
1840009624,133
189361817X,133
714834831,129
385098766,129
891095748,134
156955255X,134
891071962,134
830734562,134
800718194,134
842321624,134
253212863,400
1555878830,400
691010285,400
1555875602,400
521008360,400
253212871,400
521794013,135
964022168,135
804001499,135
807844705,135
881926272,135
521414210,135
836287886,2116
836210689,2116
740726684,2116
740700065,2116
836225236,2116
836236831,2116
761115188,136
761115145,136
076111517X,136
761115153,136
761126414,136
761110216,136
380812932,137
380812959,137
038078811X,137
380788101,137
380788098,137
380784157,137
425100413,2711
312981678,2711
425068080,2711
425165159,2711
312981694,2711
425174727,2711
1882332008,138
933670044,138
740705989,138
967388724,138
375704426,138
895297914,138
1400012228,4256
140001218X,4256
676901794,4256
1566564239,4256
500282331,4256
140001414X,4256
664221920,139
60604514,139
066425828X,139
664258158,139
664223850,139
687365902,139
760307695,140
089658495X,140
873413687,140
076030825X,140
076031618X,140
760309787,140
201433311,2635
1558606785,2635
321112555,2635
240804430,2635
735710627,2635
596000359,2635
679752986,1003
375719334,1003
679742204,1003
375719261,1003
375719350,1003
679736662,1003
1557997985,2192
1557998531,2192
439137314,2192
1574712934,2192
1557999309,2192
439205743,2192
886777011,141
886775205,141
886775493,141
886775035,141
886779197,141
886779340,141
375703136,1635
393325032,1635
1400048303,1635
684852330,1635
393323781,1635
393323986,1635
743431723,142
791002519,142
679446427,142
345441567,142
870675974,142
1582342857,142
878424296,143
087842203X,143
878423753,143
878421807,143
878422277,143
878421998,143
940208253,144
452271819,144
157344099X,144
452271800,144
452278120,144
1576121682,144
891061614,1426
1583910727,1426
787955175,1426
471426245,1426
787950165,1426
471705462,1426
312105606,145
312105282,145
312141025,145
031210572X,145
312278438,145
312135238,145
679885528,146
786811560,146
B0002D6D0G,146
679870415,146
679891013,146
014034537X,146
1583880283,147
1882256956,147
873494946,147
076031165X,147
1880524163,147
190370667X,147
226675262,148
691029083,148
226750191,148
069102409X,148
226668037,148
691024324,148
1563894564,149
1401200028,149
1401202020,149
1563890526,149
1563898136,149
1563896966,149
870493299,150
806112476,150
938317741,150
806131276,150
806133392,150
806123494,150
1860118798,151
185458300X,151
080507306X,151
1579651720,151
1901130827,151
1566916348,151
929895282,152
1884548172,152
1884548431,152
1884548253,152
865304572,152
803725566,152
1561584436,153
1561583642,153
1561581895,153
1561584428,153
1561585114,153
1561583383,153
440222656,154
440224624,154
6305128952,154
440235162,154
034542705X,154
446608955,154
380790297,155
380724960,155
380803933,155
380790300,155
380803941,155
61031143,155
812093755,156
793153115,156
1576855139,156
1576852083,156
324200218,156
324203640,156
471285528,157
155083775,157
155016156,157
471287083,157
300018460,157
471289604,157
823088022,158
517884372,158
553272950,158
60928190,158
1880399768,158
375725377,158
312243073,159
312243111,159
312243243,159
312243081,159
312243324,159
375701966,159
802135285,160
802136664,160
802135277,160
802136672,160
684830434,160
1564781607,160
940322277,5744
940322285,5744
1883642655,5744
1586420054,5744
1883642825,5744
1590170636,5744
671024086,161
312986033,161
312301448,161
067102406X,161
312316798,161
312331754,161
262540681,2476
807047058,2476
807047090,2476
1559633123,2476
801848636,2476
316353000,2476
764550586,162
002863392X,162
684870681,162
471360295,162
399524479,162
399529438,162
807842559,163
807854743,163
807829137,163
894808656,163
1579652468,163
394732154,163
70542112,4690
822954303,4690
801332761,4690
312024142,4690
815767153,4690
1878379739,4690
590395009,164
698116267,164
399229248,164
590379763,164
039922825X,164
399229256,164
446912077,165
446519138,165
044652106X,165
743218779,165
446673331,165
446677086,165
1841124362,166
1841124745,166
786311258,166
1841124729,166
300084978,166
71362940,166
1572481560,1333
375755357,1333
873379969,1333
595169090,1333
1572484519,1333
873379772,1333
70170533,167
70545154,167
71348522,167
007135896X,167
70549508,167
70546290,167
72125330,168
72120274,168
007212654X,168
72124261,168
007213089X,168
72130369,168
1566562104,169
1740592441,169
140264604,169
762722320,169
8880430521,169
1566915201,169
1569714134,170
1569713758,170
1569714592,170
1569716609,170
1569712972,170
1569718830,170
500810109,171
500810052,171
500810346,171
500810044,171
500810060,171
674644700,171
1570548242,172
1570546894,172
157054820X,172
1570546878,172
1570546835,172
157054686X,172
156044987X,173
1560449241,173
898866510,173
1884224059,173
762712090,173
156044794X,173
440234948,174
440237068,174
440223784,174
440237246,174
440237254,174
440220734,174
64441164,4798
64441830,4798
64442268,4798
64441261,4798
64442020,4798
006444046X,4798
789303574,175
810965887,175
3882438193,175
1903399483,175
078794856X,1333
787956473,1333
787968323,1333
787938831,1333
787967173,1333
787971006,1333
048626355X,176
486299864,176
486291499,176
486250660,176
486283038,176
486240517,176
590381563,177
590452665,177
439044030,177
590452347,177
590937839,177
590962124,177
380710854,5256
671024205,5256
380710838,5256
038071082X,5256
380710811,5256
553381393,5256
71362770,178
609809334,178
471226696,178
517888440,178
812924061,178
449901459,178
876288840,19
876591810,19
590029282,19
876591950,19
876592280,19
876591667,19
486414604,5617
486414590,5617
486661016,5617
048666371X,5617
048664152X,5617
486601137,5617
521656958,1226
521663814,1226
521387116,1226
300102666,1226
067429503X,1226
521367670,1226
944002072,179
944002161,179
944002145,179
944002129,179
944002188,179
944002137,179
812931181,180
812933044,180
875846327,180
446531502,180
609607707,180
446531774,180
802131654,2689
802150861,2689
080215106X,2689
802117368,2689
679756604,2689
714503118,2689
1881233502,181
1566914817,181
1553413474,181
1903471141,181
1566564387,181
813338824,181
679748091,182
679742301,182
679745688,182
375407928,182
679742298,182
393321983,182
1878246054,183
1878246046,183
1878246003,183
1931254117,183
1878246321,183
187824602X,183
937934151,184
937934100,184
937934623,184
937934178,184
937934364,184
937934208,184
1570624763,2401
140193502,2401
1570620873,2401
486428141,2401
1559391685,2401
1590300963,2401
694012211,185
694012203,185
694015261,185
694015164,185
069401222X,185
694015229,185
038079439X,186
380802082,186
380802090,186
380813297,186
380813300,186
60595264,186
393319555,2659
486298078,2659
823072711,2659
B00013AXCG,2659
748403264,2659
394739698,2659
887294448,187
1585732168,187
1585732931,187
887294871,187
789494213,187
935039678,187
824813170,188
824806557,188
082481715X,188
811215520,188
140168540,188
7119026984,188
740713965,1206
1561632791,1206
1561633852,1206
1932360220,1206
312301774,1206
1561633178,1206
081478805X,189
253215706,189
1841620807,189
814782833,189
60977752,189
814722148,189
140115765,190
140068961,190
140115773,190
140112901,190
140256989,190
385498306,190
71402136,191
71396098,191
963197347,191
942195019,191
964283972,191
813808545,191
446362662,192
380817160,192
446364754,192
031286583X,192
446359203,192
312980167,192
205326056,5453
393702979,5453
534590853,5453
130796042,5453
471149640,5453
534363164,5453
1890627119,1864
933149557,1864
1890627429,1864
1890627038,1864
1890627275,1864
1853465062,1864
553583441,193
055357695X,193
553576925,193
553575538,193
553583476,193
553571834,193
802138209,542
671532855,542
671880187,542
671532766,542
802139914,542
671898264,542
201633914,2301
875848842,2301
70267790,2301
471370894,2301
619159006,2301
130473200,2301
323017134,194
721670121,194
876059515,194
1581500181,194
721683428,194
721692982,194
847821773,2668
847824438,2668
847818926,2668
847816796,2668
847826430,2668
811829650,2668
1885840039,195
1575001438,195
1575001918,195
312284217,195
439270553,195
1585742082,195
312959850,196
891417451,196
1574884115,196
1557505799,196
743482166,196
1557502285,196
425140601,197
425155412,197
425144569,197
425186156,197
425150429,197
671797921,197
1557344051,198
931993903,198
1586091735,198
439411297,198
1583372849,198
812035232,198
809135035,900
805241132,900
809140241,900
671605968,900
310232546,1333
310702496,1333
031023249X,1333
031070250X,1333
310232481,1333
310702607,1333
1569715920,199
1569715963,199
1569715998,199
1569715971,199
1569716005,199
156971598X,199
881337625,200
240805348,200
082308812X,200
155083791,200
1577660757,200
1561310689,200
1892213338,1845
1892213133,1845
822329727,201
375412336,201
1576871398,201
786886757,201
929712927,201
1414045050,201
929384504,202
929384113,202
929384490,202
929384520,202
929384512,202
832904570,202
688122248,203
688028470,203
688142028,203
688075495,203
688052827,203
517550490,203
425186857,204
425176940,204
042518238X,204
425180336,204
425165140,204
425192024,204
1581341725,2638
1581345194,2638
830826947,2638
800753577,2638
830826572,2638
520061748,2689
1840024275,2689
896760715,2689
205295614,2689
1559361956,2689
802131662,907
802131336,907
810906015,907
140252703,907
299169901,907
792274172,907
61020575,769
553274066,769
553271644,769
553268945,769
765304694,769
765304686,769
312966768,205
312953135,205
312983875,205
312987366,205
451410459,205
451411412,205
684871483,206
743222121,206
62512668,206
399522115,206
140196099,206
014131091X,206
1881943038,2112
1881943135,2112
963976389,2112
1890159204,2112
1890159131,2112
1881943143,2112
081560419X,207
375757929,207
B0000549B1,207
1560254793,207
520218566,207
822202816,207
415115973,208
1864620005,208
1864620390,208
253209374,208
813531608,208
1856693465,208
380751380,209
380751399,209
380754126,209
380896389,209
380896419,209
380755467,209
60934735,210
61030864,210
380819597,210
60934638,210
553583859,210
042518496X,211
963847236,211
818702869,211
963847244,211
963847201,211
873514661,211
471326429,212
70313202,212
486600610,212
471619515,212
1563470136,212
3211838627,212
084993690X,1715
849942969,1715
1890572152,1715
897933915,1715
849940702,1715
897934504,1715
1853919756,213
691004048,213
906212634,213
1570761590,213
521002303,213
1552977838,213
310246776,214
310246768,214
310246741,214
031024675X,214
310246733,214
310246725,214
471357502,215
471125881,215
471511854,215
70418780,215
126564469,215
72345535,215
152163727,216
152026142,216
152163964,216
140545956,216
152019553,216
439323711,216
679734155,217
679740392,217
140296476,217
684867303,217
425181642,217
142001619,217
811215318,218
811215059,218
811214826,218
811214532,218
142437298,218
