Id,modularity_class
415278333,427
415289874,427
415107733,427
198606648,427
299183106,2517
1582618429,2517
1581822340,2517
1879483920,2517
1879483521,2517
316738239,2517
1584230169,2587
1873968582,2587
954017307,2587
1584230045,2587
1568984480,2587
811830241,2587
944448143,210
71408819,210
809237873,210
963192302,210
1570715882,210
865532052,210
1588800334,826
1588800342,826
735619611,826
1588802477,826
789729466,826
789729768,826
1892041413,2598
520200519,2598
1892041162,2598
357019423X,2598
679408045,2598
892073136,2598
743227433,641
440236681,641
385336012,641
786713143,641
786706759,641
786709901,641
440415713,2538
440412455,2538
374339694,2538
440413281,2538
440410665,2538
375810870,2538
374523096,168
195069056,838
809016303,168
60964316,961
60930349,82
081392104X,168
1893441695,111
1893441318,111
1893441377,111
1893441369,111
1893441350,111
683306189,111
769218261,5
089724608X,5
757995284,5
769296521,5
897240308,5
757922368,5
014023778X,347
140271678,347
140280634,347
1560254580,347
892552778,347
446672351,347
793807506,111
764116363,111
763175595,111
793811031,111
793820138,111
553346156,111
962096733,1379
393059278,1379
439145449,1379
971412928,1379
971412901,1379
159160236X,1379
312862156,961
312861842,961
312867794,961
1582344167,961
380975238,961
380786230,961
446389862,1379
446514896,1379
761512764,1379
738206946,1379
865714487,1379
609805851,1379
872886476,6
158923121X,6
872885259,6
830641424,6
872887057,6
872887928,6
439406420,100
439338689,100
1904613357,100
439406412,100
439338670,100
190461308X,100
672321971,826
735619077,826
B000089GKV,826
672326000,826
764548379,826
764508687,826
29148510,691
316330116,691
806132809,691
140048979,691
684813211,691
465007384,691
814766471,204
415068223,204
041514759X,204
1557835276,204
415314550,204
809324660,204
28642406,187
764554689,187
446690325,187
70421978,187
157660019X,187
972748334,187
193168202X,165
1931682194,165
1931682046,165
1931682089,165
1929496079,165
883686554,165
231113854,1008
824817982,1008
9654941406,1008
691016143,1008
140442936,1008
887270719,1008
195039343,796
679763309,796
068483183X,796
037540144X,796
1572305258,796
375701478,791
700609024,135
292777191,135
700611185,135
691115079,135
60974990,1696
1403963533,135
804833575,1240
804833532,1240
804833567,1240
804833559,1240
804833583,1240
804835322,1240
1893554627,955
375414827,1696
1566635640,955
1594030499,955
300101996,1696
395500753,1008
345406672,287
345350707,287
679457038,287
345297911,287
60081570,1432
205359051,287
312119119,7
375405917,7
067976268X,7
553371835,7
067978120X,7
375705619,7
1876778911,43
521797535,135
187701902X,43
521781906,43
155209507X,43
521007909,43
1578064295,2524
571190251,2524
1578062977,2524
879059788,427
1883220890,427
935699236,427
943233623,82
081182778X,22
763623075,427
198164998,825
801440769,825
801497213,825
306809338,825
671638378,825
253332230,825
71580255,8
71579931,8
007137616X,8
939837323,8
70674752,8
964603659,8
078971826X,826
1558285989,826
078214036X,826
782142265,826
596004826,826
321159985,826
882143786,287
882143042,287
385475292,287
919123236,287
1585442682,287
465021123,287
415143551,764
415071739,764
312309325,764
806127945,764
813333024,764
185367303X,764
963288539,135
1557984298,135
1560324198,135
738204366,338
874777984,338
006073132X,995
446677027,9
446678686,9
446405361,9
446401846,9
892964898,9
446404780,9
1565794370,1033
966476948,1033
1565794796,1033
1560447451,1033
881505072,1033
1560448016,1033
516262440,10
516445367,10
516445383,10
516445405,10
051626401X,10
516264672,10
898703484,885
898707323,885
895554518,885
089283756X,885
1586170163,885
964261081,885
1551668556,11
1551668807,11
1551668378,11
1551667576,11
1551667568,11
1551669382,11
1853434701,287
1855759608,287
415115256,287
1853437980,287
1855751828,287
415165296,287
1571741275,1312
446612820,1312
892817224,1312
671502581,1312
1567186491,1312
088404291X,12
088404288X,12
884042871,12
884042863,12
884042855,12
884042847,12
3895088994,1460
760300461,1460
760309493,1460
947981772,1460
1855790394,1460
1861265182,1460
306808579,13
306807513,13
1560251778,13
879307765,13
786880546,13
711991138,13
761540849,860
B0000663TT,860
761537481,860
744002923,860
1566869803,860
744002419,860
130153621,1005
013065096X,1005
130303674,1005
013833949X,1005
71370013,1005
131239260,1005
1563897431,955
1563894882,955
1563899329,955
1563897253,955
1563899833,955
1563898195,955
096745039X,109
967450314,109
967450330,109
967450373,109
967450306,109
193025301X,109
803960972,1696
761975039,1696
321077067,1696
787969265,1696
787960594,1696
787964271,187
520225228,253
520219325,253
312240295,253
791441628,253
300074999,253
226791335,253
081321078X,885
847827615,885
898707196,885
898706890,885
826410111,885
898702658,885
1563220776,14
1562926446,14
847690458,187
847698955,187
787958867,187
671510991,838
1878379720,187
333969294,838
787951978,187
078795943X,187
1576750507,1696
787957453,187
66620996,187
1930608160,187
866539972,1379
764104969,1379
932825036,1379
962426482,1379
590068822,1379
932825001,1379
1874416125,1005
471578142,1005
1931769362,1005
193176932X,1005
130910139,1005
136619010,1005
800618149,82
664256392,82
971428913,82
674091760,1345
664256899,82
800626753,82
60920203,691
671728687,691
679729941,1220
684829495,691
65011112,691
60995068,691
089555092X,2538
080916700X,2538
895554232,2538
1570750335,2538
140440739,885
192833723,764
590282085,22
399231285,22
448438151,22
448438186,22
786807598,22
448438143,22
399521372,171
787957445,171
767900421,171
1573240834,171
849937140,171
781719682,322
721683339,322
078171432X,322
081517148X,322
803611196,322
1579102573,171
875522610,171
875522637,171
310392810,171
452280362,347
525944540,347
60977744,347
60931280,347
60926201,347
60984333,347
1887734317,22
1550743864,22
015204843X,1500
803718233,22
807520624,22
1841481572,641
691089566,15
465097197,15
465041620,15
804717478,15
674008723,15
520057295,15
764420747,187
310227976,187
967798124,187
764421042,187
787940593,187
787944246,187
1932047093,16
1886198144,16
1572240423,16
1901923371,16
1580080294,16
933377339,16
674993691,135
674992008,35
674992407,764
674990404,35
486240738,135
674990803,764
186100818X,826
186100222X,826
186100107X,826
1861002025,826
201707128,826
1861002432,826
687020883,322
664257046,322
159244296X,322
830822194,322
1843101297,322
1587430509,82
048641793X,15
810943794,15
890133255,15
3791327097,15
048623181X,15
1558701664,2524
684831376,17
60936150,17
300059191,1345
385425902,1345
802809758,1345
801022134,1345
664221483,1345
130853631,1345
1587680238,82
1587680149,82
974240508,82
787971006,82
517581590,82
517595060,82
531302989,1116
531303357,1116
811826023,1116
531303365,1116
689847122,1116
679767231,18
375726071,18
679753109,18
375706143,18
375700099,18
375700102,18
618096337,1124
439241340,1124
64461793,1124
316572128,1124
2831570492,759
2831578337,759
2831562651,759
792279212,759
2831570506,759
912661119,618
1580083692,618
471402419,618
471380229,618
910627207,618
1591130425,618
815335415,821
877734828,821
787974242,821
133514218,821
374527709,821
130886882,821
942349075,1696
130429058,1696
139239545,1696
803968167,1696
133600904,1696
871202700,1696
855328673,1002
9021331772,1002
9038415915,1002
9021332086,1002
855327960,1002
1589230205,1002
740727451,287
446524565,287
743442776,287
074348214X,287
761119396,287
1592400418,1021
1572240571,1084
039370095X,1084
1583913653,1084
393301354,1084
930298047,1084
971229007,1084
486420116,764
691007608,764
156275333,764
801492629,764
393958035,764
521661021,764
810966042,1002
500511179,1002
1568983336,1002
810925087,1002
811839796,1002
811835731,438
440221501,573
440224055,573
440224845,573
440223237,573
440224772,573
385338260,573
520206150,2524
801878403,2524
520086333,2524
1556524544,2524
B0002JP2OI,2524
306804336,2524
684827948,35
394576284,35
195093143,35
671767879,35
823221105,35
465083323,961
079382804X,111
1582451257,111
1580173578,111
1593782144,111
1861266391,111
743445325,111
805840915,1005
521546737,1005
803920555,1005
080393324X,1005
521522714,838
761928790,1005
800629779,82
830816666,82
013111753X,82
800627202,82
800632990,82
800636589,82
1888692057,171
140367586,171
1888692073,171
689849109,171
1578565812,171
1578565820,171
380820994,19
380818590,19
60511885,19
380732890,19
038073110X,19
380732017,19
851779166,691
851778941,691
851773567,691
851779689,691
1557504180,691
1841766305,691
1570544700,962
1570544646,962
1570548080,962
71358978,1302
71343075,1302
71376933,1302
007134652X,1302
70415234,1302
71362711,1302
830830235,20
830830227,20
830830243,20
830830421,20
875526500,82
875526551,82
875526519,82
875526527,82
875521754,82
875521746,82
076442095X,171
1559457953,82
764423053,171
1559456957,171
830732934,82
076442355X,171
1572810955,981
1564145883,981
1572814349,981
738705209,981
1931686998,981
1572812532,981
1555973779,1551
1555973752,1551
1555974074,1551
970367201,1551
1555973035,1551
880014776,1551
672324245,826
72224096,826
596005164,826
201704811,826
672324563,826
596006799,826
152164936,22
152047530,22
152167234,22
157255195X,22
763616680,22
316931187,22
962850551,1696
1559637269,1696
189013211X,1696
762725826,1753
871569442,1696
295981407,1696
1550810804,1220
1550810510,1220
1570629536,1220
671551647,1220
771055358,1220
60557559,1309
760313016,921
1585744425,921
158574283X,921
1585744409,921
1585740608,921
1585744603,921
736906126,927
736906088,927
736903216,927
736903240,927
736909052,927
736906096,927
1560327146,438
471510564,438
199261784,438
1890132578,438
963738321,438
1931498121,438
736902066,171
310207487,171
761514244,171
310240557,171
1565076370,171
310240549,171
1557997462,1379
1557997926,1379
1557997454,1379
1557998183,1379
1557997446,1379
1557999384,1379
451407539,1345
451407547,1345
380803313,1345
515136298,1345
380803305,1345
380803291,1345
876053886,21
793805090,21
764154273,21
793827531,21
1582450773,21
764110438,21
312983220,937
312981260,937
312971230,937
312289588,937
312286252,937
60580666,937
871316528,885
553352024,885
874771501,885
1577311922,885
446390380,885
874776384,885
811812448,1266
152010912,1266
811802507,1266
081182358X,1266
157965214X,1266
764315986,1266
074340730X,154
765306468,154
765301598,154
076530158X,154
765340771,154
553580302,154
689818971,22
531071421,22
689831056,22
152021027,22
688075924,22
60210982,22
945903375,1012
471228788,1012
520239458,1012
521662958,1012
037540466X,1012
671510576,1012
262631997,1696
465018602,1696
688123058,1696
670032336,1696
465014542,1696
415173965,135
1581801459,438
1581800924,438
1581803613,438
891349693,438
1581800304,438
1581801416,438
792274326,1036
792274334,1036
079227430X,1036
789495643,1036
792279476,1036
792275640,1036
037575265X,1506
316053155,1506
679770038,1506
471461989,1506
395926165,1506
375411984,1506
72192542,2587
72123168,2587
72125101,2587
761519564,2587
1883884594,2587
096211314X,23
1883211026,23
1883211069,23
1883211255,23
962113158,23
1883211034,23
687098238,82
687110211,82
687090873,82
310257476,82
080063683X,82
664224229,82
887406599,691
887405983,691
887407161,691
887404693,691
836207084,691
B0007DYVS2,691
962959359,338
962959375,338
962959367,338
962959332,338
671700758,2587
1401904599,338
971024502,422
375411089,2598
385337116,422
870126334,422
870126458,422
393326713,422
890879478,1506
890878943,1506
890878951,1506
890878838,1506
890877262,1506
890878331,1506
520217276,1008
521521432,1008
801487552,1008
521001056,1008
415223342,1008
804740569,1008
684852608,955
1567187862,955
9681905164,955
1567183956,955
9589689639,955
875429165,955
1881319059,24
964243512,24
971259305,24
876295782,24
097241990X,24
71375791,24
805431136,82
805410619,82
802409342,82
819217476,82
801090407,82
817014535,82
674127714,135
674840313,135
393090094,135
465021212,135
038541580X,135
691015678,135
830819479,821
877845387,821
084231413X,821
842373519,821
891072926,821
877846367,821
897333624,1220
385721579,1220
201608170,1220
031216842X,1220
1566633168,1220
812215338,1220
1564661016,287
1568983786,287
1584710616,287
70494053,287
471439630,287
047132700X,287
413302105,204
143039040,204
413764907,204
822219352,204
942299795,15
1896597521,204
446610763,204
345410432,1220
60580534,1506
395455170,204
312310021,204
671465082,204
830815627,82
830814493,82
687095735,82
801090962,82
960263845,82
830818529,82
1583222634,168
006093686X,168
671882317,168
1880684500,168
915306425,168
1880684403,168
60196475,1506
60170131,1506
385482108,1506
767903609,1506
1579652395,1506
375504354,1506
130306576,826
764536494,826
789566494,826
139364285,826
131453203,826
867209364,826
812967941,8
1569473358,8
1569472807,8
684871688,15
037571412X,1220
440414806,2538
1563897989,994
1563897504,994
1563898950,994
1401200036,994
1401202314,994
1563893304,994
817929622,1696
684825058,2517
29069335,1696
080774168X,1696
465031773,1696
743245075,1696
967584418,826
1558607692,826
596003064,826
814471684,1005
471389226,826
321200683,1005
1855326574,764
850456142,764
1855321270,764
1855328488,764
1841761443,764
850453062,764
312309635,22
963847279,22
1585421170,22
595245439,22
963847228,22
B00006JIUP,22
1561452580,22
1561451959,22
618131752,22
60287632,22
1585360694,22
823416879,22
801499798,15
268011737,15
195152956,1036
231045131,15
691007527,15
801829771,15
380804913,36
380794497,36
380787075,36
380794500,36
380777169,36
380773813,36
087341540X,759
823048373,759
801959330,759
821224956,759
823005917,759
823005941,759
472087215,838
472068946,838
262661314,838
262571676,838
674341163,838
262025760,838
1840460644,15
1840461225,15
1840460075,15
1840462299,15
184046075X,15
1840462337,15
312924127,955
312926138,955
895261758,955
312051565,955
312924283,955
671242962,955
1897959222,25
253214661,25
151006555,25
253216788,25
333914805,25
375726292,25
963266748,618
963266713,618
096326673X,618
963266705,618
189127905X,618
1891279025,618
867164123,885
1569553017,885
385479670,885
867161019,885
156854412X,885
159506530,885
867162627,885
867164662,885
867162562,885
867162295,885
867162988,885
867163038,885
595141668,1266
1550549030,1266
059526123X,1266
1563910047,1266
1580624979,1266
806519231,1266
425098532,204
042506784X,204
425093255,204
425104354,204
425130258,204
042506803X,204
609800434,1315
517580179,1315
517550466,1315
395873312,1315
517707888,1315
809135655,885
809129450,885
1568542399,885
809135515,885
814619940,885
809139049,885
786919078,895
786928301,895
786929359,895
786930152,895
786913231,895
786915625,895
158236902X,26
1582369011,26
1582369003,26
1582369046,26
1582369089,26
1582369070,26
189665102X,1364
759622795,1364
446676578,1364
804110387,1364
595316646,1364
767908813,1364
440507170,22
684862174,22
517571579,22
60287209,22
809232316,22
740702041,22
961948000,1124
961948019,1124
1568331460,1124
972132112,1124
965139425,1124
385151551,1124
1567181252,981
875423248,981
738703109,981
875426638,981
1567181406,981
913866164,981
471395706,210
786311355,210
471456292,210
965485870,210
1885167601,210
1558505113,210
268000069,764
803261500,764
815336667,764
393320979,764
877549044,764
393975800,764
393963047,838
393090213,838
393952142,838
393099059,838
801843871,15
039309183X,838
801847842,838
801846404,838
521429900,838
801851580,838
521796598,838
801826829,838
764534297,1010
764506684,1010
789724278,1010
672319381,1010
201710153,1010
764535978,1010
911977244,1753
911977198,1753
081301851X,1753
762707127,1753
1561641618,1753
911977112,1033
806522992,1325
1571743774,1325
1571743170,1325
971427224,1325
189252337X,427
967323819,1325
1572318481,826
1861003064,826
321268288,826
782129749,826
1572318090,826
1556159064,826
880707186,82
1576737063,82
088070828X,82
1576733394,82
157673885X,82
1576737772,82
895298678,878
1583331395,878
1583330771,878
345342763,878
874776929,878
440506794,878
048623620X,919
486285421,919
486229300,919
486273350,919
486254763,919
486279987,919
1571691340,1005
1571690867,1005
1571690956,1005
672326116,1005
321247264,1005
596007124,1005
1564774228,1002
156477242X,1002
1564770613,1002
1564771849,1002
156477418X,1002
1564773655,1002
1572813156,981
738702722,981
1567185339,981
393701700,287
393700046,287
393700542,287
688177948,171
053458473X,287
393701107,287
030680736X,22
876146272,22
375822488,22
679883568,22
826414346,2587
679434488,22
553214985,204
451527577,204
395345308,204
394585321,204
486408841,1551
670826804,204
399146261,959
517064871,959
517073692,959
399144420,959
553584480,959
970998716,959
306809389,759
700612955,691
743458826,759
971765022,691
760311668,759
1853675849,691
781724716,287
1585620742,287
521655420,287
521011698,287
088048330X,287
781724694,287
471625469,135
883856190,135
198531710,135
048668735X,135
038797329X,135
387406271,135
531164659,1332
253216540,1332
025321498X,1332
1401300464,1332
092926472X,1332
006001430X,22
619016884,826
619186852,826
619016930,826
619016892,826
619035536,826
078212898X,826
914732218,1316
914732315,1316
914732374,1316
892540486,1316
1883725046,1316
965620832,1316
452284015,1255
525947736,1255
385483414,1255
525947531,1255
740710028,1255
385419287,1255
520203569,1008
520218124,1008
824818504,1008
860084906,1008
816512566,1008
804801843,1008
1878610473,940
802139086,940
811211029,940
802139477,940
802138144,940
811210324,940
1560445831,858
158574221X,858
762711884,858
393058077,858
762731087,858
816520844,858
312182341,1551
312192479,1551
312961316,1551
312924801,1551
312964781,1551
312961278,1551
067152819X,27
765341093,27
671737120,27
684834332,27
671510290,27
812575385,27
691002606,135
195095391,135
674994795,135
1573920355,135
1573920363,135
486266206,135
872395928,82
817001670,82
805423605,82
385126166,82
687034140,82
787967343,82
345330706,28
345330684,28
345330676,28
345361180,28
345361199,28
345380460,28
1841763160,691
1841767298,691
1841762229,691
1841765341,691
1855329603,691
1855329611,691
231071310,764
130384801,764
140441328,764
195118758,764
140440607,764
415165091,764
743211707,168
679781331,168
743269616,168
375724427,168
345443934,880
679744398,942
226561550,955
226720632,955
226702812,955
195112342,955
520067436,955
195030230,955
786706341,1220
786709162,1220
786705965,1220
786712414,1220
786710659,1220
60591781,1220
1856497372,347
881322822,347
052152539X,347
1565848047,347
1842771094,347
069111725X,347
345452771,759
345460073,759
034546009X,759
345460111,759
803261691,759
963926039,759
1558780998,103
553561138,103
553762796,103
155878120X,103
1558780920,103
28637496,322
787955086,322
787955132,322
1564141772,322
007138703X,322
787955140,322
1560446072,858
762725427,858
1560446331,858
764542850,858
1560371579,858
811728951,858
805064745,22
893469165,22
60596783,22
689718721,22
395861624,22
1400032717,961
091912366X,1316
919123678,1316
812690095,1316
919123139,1316
919123724,1316
691018162,1316
691020841,859
691012342,15
791421104,859
714834963,859
231112653,859
231083874,859
312981252,940
786015179,940
312998198,940
312985258,940
786016116,940
078601587X,940
375506284,691
394759885,961
891416692,691
089141617X,691
871132125,691
966531957,691
534214509,825
133032310,825
793530776,739
534548040,2587
1556430973,1008
094335837X,1008
892818115,1008
892816562,1008
1591430283,1325
671736450,921
883145324,1004
897931718,1004
23428007,1004
1559341629,1004
873225732,1004
736044876,1004
1880410494,187
1880410230,187
471225770,187
814450431,187
076455283X,187
1576810011,187
1585030325,696
966353722,696
1585030295,696
763610798,22
1564022714,22
763624721,22
006029485X,22
849917654,22
763609013,22
439043921,1379
439420652,1379
590266101,1379
059099624X,1379
043910615X,1379
439205743,1379
60953500,955
006097625X,955
961472812,955
961472820,955
1592910122,955
971633843,955
1588461823,1309
1588461599,1309
786934301,1309
786934336,1309
1588461114,1309
786934352,1309
812211561,15
812235541,15
873495047,759
873418638,759
670867411,15
807064734,15
689847300,22
068986230X,22
374368821,22
689841752,22
374399549,22
689814712,22
393321223,1220
802137687,1220
803294042,287
140441840,1220
691015872,1220
140444734,1220
345322797,691
345311973,691
1558492984,691
253213045,691
815411227,691
966577701,1021
766801977,1021
815173830,1021
964958538,1021
961833777,1021
323019145,1021
1565936302,1696
205332943,1696
1565938941,1696
188547704X,1696
1557664536,1696
827362692,1696
517880679,1266
044990802X,1266
312141459,1266
517603608,1266
094262761X,1266
814406467,2587
814471625,2587
814403093,2587
814472621,187
814471242,2587
814472133,187
312983670,940
786011998,940
786015829,940
312977565,940
786015543,940
044307982X,322
443065721,322
1560533595,322
1560536071,322
721682499,322
448419815,427
448421836,427
448419807,427
448413256,427
448424215,427
448418576,427
767908309,955
1556525060,955
1887591354,955
465036562,955
60536357,210
471323632,210
1574231502,204
876859147,204
876859813,204
1574230883,204
876856830,204
60568232,204
71344209,43
1400048117,43
810932733,43
252072146,43
471293288,43
500511128,43
829403590,82
852444842,82
877939454,82
829416846,82
809120208,82
878405968,82
879386150,1008
380809397,1008
385336039,1008
760302200,1008
440220467,1008
306811650,1008
1564143880,1084
1564143856,1084
1564143848,1084
156414383X,1084
1564143872,1084
1564143864,1084
2060020344,1036
2061003532,1036
2060000343,1036
2067102478,1036
2062038003,1036
935039279,1036
762403993,30
076241135X,30
1892588021,941
964441101,941
767914880,941
811816125,941
1580081916,941
375760970,941
819562440,1753
140437967,1753
156006898,1753
141001828,204
B0002Z00J4,1753
671023373,1753
879306394,148
087930748X,148
B00009EIQP,148
793570441,148
B0000AVF28,148
B000001FLI,148
929587863,204
393967972,204
805210571,204
802130348,204
486298523,204
486272818,204
486294412,1266
486248593,1266
3791325892,1266
878466657,1266
878466665,1266
140185976,1266
590483838,1345
152007857,1345
963093401,1345
689830831,1345
439129265,1345
698115678,1345
1580231020,1345
1580230679,1345
1893361039,1345
805210377,1345
1580230792,1345
1573226947,1345
674525531,1696
465062695,1696
1890765090,1696
962767107,1696
768903874,1696
768913640,1696
471211516,2538
152085610,2538
590475762,2538
047138299X,2538
375760091,2538
385503385,2538
836236572,256
740700081,256
740718525,256
740738119,256
809239965,256
740746650,256
766806030,1302
71396039,1302
830641270,1302
076681923X,1302
123948509,1302
30595843,739
465031870,1288
811833828,1288
813916801,1288
375707379,961
806525479,927
801868998,1288
486257045,43
486254429,43
486294382,43
486281868,43
486290808,43
486239047,43
394758536,1312
60957174,1312
824515145,1312
044050838X,1312
300063172,1312
29257506,1312
786705868,2598
786707879,2598
786705353,2598
786703733,2598
1562013564,2598
786707135,2598
1550223879,2517
60572116,2517
786709340,2517
B00005RZAQ,2517
385481225,2517
60757949,2517
2060000823,917
1740596862,917
2061584012,917
2061559018,917
764567632,917
1566914345,917
446600415,920
446604534,920
765309467,920
446531081,920
446576638,920
399152431,920
156458481X,1500
789485761,1500
789452405,1500
1570541175,1500
789447185,1500
312491883,1500
373244487,701
373484836,701
373243790,701
373239963,701
373239939,701
373218575,701
582381738,838
582368812,838
521285429,15
582290872,838
1556618875,626
1556618859,626
1556618891,626
155661425X,626
1556614233,626
764227610,626
471252670,210
471316415,210
9810248237,210
471152803,210
155738486X,210
273662953,210
1841763977,691
1841762822,691
1841763470,691
184176373X,691
1841763489,691
184176342X,691
714840718,955
1572599529,955
672326973,955
1556227353,955
385495285,955
486654605,135
126437319,135
716732688,135
471359297,135
471303097,135
199638209,135
152163573,1337
152166211,1337
152166270,1337
152163514,1337
152003940,1337
152024034,1337
471349593,29
013242942X,29
130226165,29
013145661X,29
792380274,29
007213027X,826
72126183,826
72125888,826
72123753,826
72126191,826
059002910X,22
590769855,22
590029118,22
590029134,22
076361629X,22
439087171,22
198559615,135
198556942,135
716746204,135
198558481,135
198556969,135
080505443X,1518
805042032,1518
805048863,1518
689852649,1518
689841493,1518
805049002,1518
1930819072,2427
595315577,2427
1930819404,2427
B0009B16TE,2427
970626126,2427
312204175,2427
764508970,826
764508938,826
764537482,826
1931150362,826
764515489,826
764508202,826
321121740,826
201758342,826
201769905,826
201758334,826
201764369,826
534395287,826
039330695X,229
486256626,229
792269853,229
1560987480,229
B0000DC13P,229
684856883,229
802842127,82
1557254001,82
664225144,82
687085896,82
802812627,82
452279275,859
743427084,859
740710036,859
1556431929,859
1573228834,859
1573221112,859
521099064,135
226870332,135
521831431,135
750306068,135
226870278,135
521318270,135
740718533,256
740741411,256
740700103,256
740733052,256
740747401,256
836237323,256
806133732,347
806128410,347
806132825,347
60642149,82
684838273,82
684815001,82
068481501X,82
60608528,82
802806325,82
231113919,287
465032109,287
205149200,287
679724176,838
871012936,287
534362176,287
1557834539,31
B00023B1WQ,31
312087667,31
B0001IN0BC,31
B00016XN48,31
B00009VRF0,31
1569318484,710
156931926X,710
1591161487,710
159116169X,710
1569319251,710
1591162971,710
916360474,981
916360490,981
916360555,981
916360547,981
877286361,981
877284180,981
1582431434,32
1582431426,32
158243171X,32
1582431698,32
1582431701,32
1582431590,32
1568214634,1345
465020631,1345
1568210221,1345
394576667,1345
375502475,1345
375502483,1345
815129122,742
1556644108,742
323022480,742
1878812823,742
801620414,742
923521127,742
806523794,937
806512091,937
806513284,937
345404475,937
806526300,937
806512261,937
881925462,1315
609608819,1315
881926396,1315
881926566,1315
881926043,1315
1552095584,1315
1566703921,135
683006037,135
805327320,135
940780496,322
849318181,135
1555812554,135
195106261,135
471609978,135
471215716,135
1558606556,826
471839655,135
198506120,135
1559638478,1033
1578050928,1033
933280882,1033
393323749,1033
1593760434,253
1575040433,1033
785276149,1264
785282475,1264
800756940,1264
1582292051,1264
800757815,1264
785276157,1264
870232754,438
936399201,438
486270033,438
486407241,438
093639918X,438
964399903,438
819512117,1551
374527938,1551
819511927,1551
393322327,1551
374214808,1551
880014768,1551
759238022,857
759237999,857
759238308,857
075923826X,857
759238375,857
759238243,857
72518774,210
078630197X,210
72952423,210
1883823129,1005
72464046,210
684841487,210
672323109,1005
201775808,1005
131428985,1005
596007825,1005
1932394230,1005
131463055,1005
397584032,322
781739195,322
71371990,322
781724821,322
683307274,322
71402365,322
879839074,878
1583330968,878
62515942,878
671875914,878
62516280,878
71423125,878
1882418077,8
962818631,8
316923354,8
1588340457,8
870333518,8
521422140,838
521528801,838
195148681,838
521527503,838
195133625,838
300044461,838
671026461,880
743463366,880
743463358,880
074346334X,880
684855992,880
743254880,880
743216393,33
312966970,33
312971346,33
312991460,33
312980140,33
312983867,33
764554301,322
1592571018,322
764553267,322
385188501,1302
764553259,322
764524984,322
29161614,187
395317045,838
395140447,187
29161908,187
801848903,187
787903620,187
393007502,961
801485959,961
691005745,961
393304930,961
906522110,838
670032999,838
393321754,135
684813785,135
684824140,135
60084383,135
140258795,43
393320804,135
786709146,641
